"species","decimalLatitude","decimalLongitude","family","a_habit","habitat_iucn","habitat_name"
"Euphorbia usambarica subsp. usambarica",-6.83333,37.6833,"Euphorbiaceae","shrub",1404,"Artificial – Rural Gardens"
"Euphorbia spectabilis",-7.75,35.7,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia kilwana",-7.25,37.1667,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia spectabilis",-7.25,35.7,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia heterophylla",-10.0667,34.5333,"Euphorbiaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Euphorbia schubei",-8.25,34.83,"Euphorbiaceae","herb",202,"Savanna – Moist"
"Euphorbia greenwayi subsp. breviaculeata",-7.8,35.6,"Euphorbiaceae","shrub",1405,"Artificial – Urban Areas"
"Euphorbia neopedunculata",-8.83333,33.3333,"Euphorbiaceae",NA,307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia bongensis",-8.33333,32.9167,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia kilwana",-8.48333,38.5333,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia depauperata var. depauperata",-7.58333,36.1667,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia neopedunculata",-8.93333,33.2167,"Euphorbiaceae",NA,201,"Savanna – Dry"
"Euphorbia orobanchoides",-10,34.5833,"Euphorbiaceae",NA,109,"Forest – Subtropical/tropical moist montane"
"Euphorbia goetzei",-7.6,36.6167,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia usambarica",-7.42667,36.7214,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia heterophylla",-9.9,34.5333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia schimperiana",-7.68333,36.8667,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia polycnemoides",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia usambarica subsp. elliptica",-3.34444,36.7294,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia polycnemoides",-8.9,33.2,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia cyparissioides",-8.78333,33.3,"Euphorbiaceae","herb",202,"Savanna – Moist"
"Euphorbia quadrialata",-7.8,37.9,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Euphorbia zambesiana var. zambesiana",-8.86666,33.2833,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia usambarica subsp. usambarica",-7.75,36.45,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia tirucalli",-5.6,37.8,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia nyikae var. nyikae",-6.36666,38.7,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia usambarica subsp. usambarica",-8.61666,35.35,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia whellanii",-8.58166,31.4908,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia cyparissioides",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia cyathophora",-6.20416,39.3436,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Euphorbia ugandensis",-9.17,33.67,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia cyparissioides",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia heterophylla",-4.26666,38.0314,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia prostrata",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia hirta",-8.62416,36.7117,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Euphorbia greenwayi subsp. greenwayi",-7.75,35.7,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Euphorbia ugandensis",-9.33333,33.9833,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia matabelensis",-8.9,33.2,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia matabelensis",-8.25,35,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Euphorbia prostrata",-8.83333,33.25,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia schimperiana",-3.26666,36.55,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia nyikae var. neovolkensii",-6.63333,39.15,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia polycnemoides",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia hirta",-10.0667,34.5333,"Euphorbiaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Euphorbia pseudolaevis",-8.58,35.25,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia kilwana",-7.21666,37.15,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia usambarica subsp. usambarica",-8.5,35.25,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia systyloides",-7.03333,38.9,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Euphorbia quadrangularis",-7.66666,35.1667,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia discrepans",-8,34.23,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia schimperiana",-3.38416,36.7919,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia crotonoides subsp. crotonoides",-4.29305,37.8833,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Euphorbia hypericifolia",-2.56972,33.3586,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia usambarica subsp. usambarica",-8.61666,35.35,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia goetzei",-7.66666,36.1667,"Euphorbiaceae","herb",106,"Forest – Subtropical/tropical moist lowland"
"Euphorbia heterophylla",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia hirta",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia usambarica subsp. usambarica",-8.93333,33.2167,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia zambesiana var. zambesiana",-8.85,33.2833,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Euphorbia goetzei",-7.36666,36.7,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia teke",-1.03111,31.4903,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia neocrispa",-4.96666,38.7667,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia heterophylla",-8.7875,36.7183,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Euphorbia goetzei",-7.66666,36.25,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Euphorbia pseudolaevis",-8.98,34.23,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia goetzei",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia goetzei",-7.63333,36.2333,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia matabelensis",-7.33333,35.7833,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia heterophylla",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia depauperata var. depauperata",-7.15,36.4,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia discrepans",-8,34.23,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia hirsuta",-4.68194,29.6228,"Euphorbiaceae","herb",1403,"Artificial – Plantations"
"Euphorbia schimperiana",-8.53278,35.3333,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia mossambicensis",-7.63333,36.2333,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia nyikae",-6.28333,38.5667,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia heteropodum",-4.86666,38.3333,"Euphorbiaceae",NA,306,"Shrubland – Subtropical/tropical moist"
"Euphorbia discrepans",-9.03,35,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia neopedunculata",-8.83333,33.25,"Euphorbiaceae",NA,201,"Savanna – Dry"
"Euphorbia nyikae var. nyikae",-8.31833,38.9483,"Euphorbiaceae","tree",105,"Forest – Subtropical/tropical dry"
"Euphorbia quadrilatera",-8.85,34.82,"Euphorbiaceae","shrub",405,"Grassland – Subtropical/tropical dry"
"Euphorbia usambarica subsp. usambarica",-8.26666,35.7,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia bisglobosa",-9.67,34.67,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia goetzei",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia grantii",-1.03361,31.5383,"Euphorbiaceae","shrub",1404,"Artificial – Rural Gardens"
"Euphorbia tetracanthoides",-9.26667,34.75,"Euphorbiaceae",NA,1403,"Artificial – Plantations"
"Euphorbia neocrispa",-5.15,38.9,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia schimperiana",-3.23333,36.7167,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia goetzei",-8.83333,33.3333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia espinosa",-7.58333,36.6167,"Euphorbiaceae","shrub",202,"Savanna – Moist"
"Euphorbia hirta",-4.66694,29.6225,"Euphorbiaceae","herb",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Euphorbia matabelensis",-9,34.2333,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia quinquecostata",-5.6,37.8,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia usambarica subsp. usambarica",-8.5,35.25,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia engleri",-3.24694,36.8089,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia pseudomollis",-7.6528,36.149,"Euphorbiaceae","tree",202,"Savanna – Moist"
"Euphorbia hyssopifolia",-7.6528,36.149,"Euphorbiaceae","herb",202,"Savanna – Moist"
"Euphorbia ugandensis",-9.4,34.75,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Euphorbia heterophylla",-8.79486,33.8094,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia bisglobosa",-9.7,34.6333,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia matabelensis",-8.82957,33.8889,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia grantii",-4.66917,29.6333,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Euphorbia depauperata",-8.80094,33.5447,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia depauperata var. depauperata",-2.87972,36.1883,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia inaequilatera",-7.73391,35.8841,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia quadrilatera",-8.51666,35.1667,"Euphorbiaceae","shrub",505,"Wetlands (inland) – Permanent freshwater lakes (>8 ha)"
"Euphorbia scheffleri",-4.06383,37.8137,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia daviesii",-10.02,34.58,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia cuneata",-4.14257,37.7653,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia heterochroma",-4.15152,37.8157,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia crotonoides",-4.87333,35.258,"Euphorbiaceae","herb",202,"Savanna – Moist"
"Euphorbia matabelensis",-8.79662,34.2503,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia hirta",-4.6775,29.6217,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Euphorbia serratifolia",-4.89194,35.2558,"Euphorbiaceae","herb",202,"Savanna – Moist"
"Euphorbia pseudomollis",-4.25811,37.8745,"Euphorbiaceae","tree",202,"Savanna – Moist"
"Euphorbia daviesii",-8.98,33.98,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia hyssopifolia",-7.58324,36.7822,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia biselegans",-7.35,36.53,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia goetzei",-8.23333,35,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia usambarica subsp. elliptica",-3.24611,36.4258,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia gossypina",-4.25811,37.8745,"Euphorbiaceae","liana",202,"Savanna – Moist"
"Euphorbia cuneata",-4.25811,37.8745,"Euphorbiaceae","shrub",202,"Savanna – Moist"
"Euphorbia ugandensis",-9,33.7,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia abyssinica",-8.84121,33.5047,"Euphorbiaceae","herb",1404,"Artificial – Rural Gardens"
"Euphorbia cyparissioides",-8.56666,31.4833,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia schimperiana var. pubescens",-7.1,36.6333,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia grantii",-4.9525,35.1964,"Euphorbiaceae","shrub",202,"Savanna – Moist"
"Euphorbia usambarica",-8.05,35.9167,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia neopedunculata",-10.0167,34.5833,"Euphorbiaceae",NA,307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia nyikae",-6.03333,38.7833,"Euphorbiaceae","tree",507,"Wetlands (inland) – Permanent freshwater marshes/pools (<8 ha)"
"Euphorbia bussei var. kibwezensis",-4.25561,37.8726,"Euphorbiaceae","tree",202,"Savanna – Moist"
"Euphorbia inaequilatera",-2.58027,33.4617,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia schimperiana",-3.28444,36.75,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia tirucalli",-9.53333,34.1,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Euphorbia schimperiana",-2.86694,36.2164,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia cooperi var. ussanguensis",-7.73391,35.8841,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Euphorbia gossypina",-4.25561,37.8726,"Euphorbiaceae","liana",202,"Savanna – Moist"
"Euphorbia pseudomollis",-4.25811,37.8745,"Euphorbiaceae","tree",202,"Savanna – Moist"
"Euphorbia pseudovolkensii",-4.15152,37.8157,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia candelabrum",-7.48279,36.5242,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia matabelensis",-4.89194,35.2558,"Euphorbiaceae","shrub",202,"Savanna – Moist"
"Euphorbia engleri",-2.9,36.25,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia quinquecostata",-3.52074,37.5862,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia ugandensis",-9.01666,33.7667,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Euphorbia hyssopifolia",-7.31514,37.1783,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia heterophylla",-6.8,39.25,"Euphorbiaceae","herb",1405,"Artificial – Urban Areas"
"Euphorbia grantii",-4.87333,35.258,"Euphorbiaceae","shrub",202,"Savanna – Moist"
"Euphorbia engleri",-4.25,37.9167,"Euphorbiaceae","shrub",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia candelabrum",-4.06007,37.7611,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia engleri",-2.69555,36.6975,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia matabelensis",-7.57892,36.7623,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia inaequilatera",-8.87783,33.4613,"Euphorbiaceae","herb",1404,"Artificial – Rural Gardens"
"Euphorbia cyparissioides",-8.3,31.2667,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia usambarica subsp. elliptica",-4.26527,37.9203,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia benthamii",-7.73391,35.8841,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia matabelensis",-4.94111,35.1667,"Euphorbiaceae","shrub",105,"Forest – Subtropical/tropical dry"
"Euphorbia engleri",-2.88611,36.1931,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia usambarica",-8.55,35.3167,"Euphorbiaceae","shrub",1403,"Artificial – Plantations"
"Euphorbia heterochroma",-4.14257,37.7653,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia thymifolia",-7.73391,35.8841,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia grantii",-8.16,31.6663,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Euphorbia hirta",-4.86666,29.6333,"Euphorbiaceae","herb",1405,"Artificial – Urban Areas"
"Euphorbia inaequilatera",-7.88076,31.4643,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia hirta",-8.79486,33.8094,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia grantii",-4.86416,35.3378,"Euphorbiaceae","shrub",1401,"Artificial – Arable Land"
"Euphorbia zambesiana var. zambesiana",-10.0167,34.5833,"Euphorbiaceae","herb",307,"Shrubland – Subtropical/tropical high altitude"
"Euphorbia hirta",-8.825,36.6736,"Euphorbiaceae","herb",106,"Forest – Subtropical/tropical moist lowland"
"Euphorbia serratifolia",-4.84638,35.2592,"Euphorbiaceae","herb",202,"Savanna – Moist"
"Euphorbia tirucalli",-8.98815,39.5149,"Euphorbiaceae","shrub",107,"Forest – Subtropical/tropical mangrove vegetation above high tide level"
"Euphorbia pereskiifolia",-9.48667,39.3119,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia usambarica",-6.08333,37.4167,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia schimperiana",-2.9,36.2167,"Euphorbiaceae","herb",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia biselegans",-7.50343,36.5275,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia heterophylla",-4.27972,38.0297,"Euphorbiaceae","herb",105,"Forest – Subtropical/tropical dry"
"Euphorbia buruana",-4.15152,37.8157,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia allocarpa",-7.57892,36.7623,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia allocarpa",-7.57892,36.7623,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia schimperiana",-1.02556,31.4206,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia taboraensis",-5.13166,34.4017,"Euphorbiaceae","herb",201,"Savanna – Dry"
"Euphorbia pereskiifolia",-6.28333,38.5667,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia neocapitata",-5.1,38.6167,"Euphorbiaceae",NA,106,"Forest – Subtropical/tropical moist lowland"
"Euphorbia cyparissioides",-8.80094,33.5447,"Euphorbiaceae","herb",1401,"Artificial – Arable Land"
"Euphorbia heterochroma",-4.10134,37.7644,"Euphorbiaceae","shrub",201,"Savanna – Dry"
"Euphorbia grantii",-4.86027,35.2372,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia usambarica",-9.18333,33.3,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
"Euphorbia pseudomollis",-4.1205,37.919,"Euphorbiaceae","tree",201,"Savanna – Dry"
"Euphorbia usambarica subsp. usambarica",-6.37556,36.9417,"Euphorbiaceae","shrub",109,"Forest – Subtropical/tropical moist montane"
