"species"
"lychnis rotundifolia"
"melandrium lomalasinense"
"gymnosporia heterophylla"
"gymnosporia rehmannii"
"gymnosporia buxifolia"
"maytenus drummondii"
"pristimera paniculata"
"pristimera graciliflora"
"salacia rhodesiaca"
"simirestis goetzei"
"simirestis scheffleri"
"cleome iberidella"
"garcinia smeathmannii"
"garcinia ovalifolia"
"androcymbium striatum"
"colchicum melanthoides"
"combretum kirkii"
"combretum fuscum"
"combretum elaeagnoides"
"combretum platypetalum"
"combretum tomentosum"
"combretum racemosum"
"combretum pecoense"
"combretum homalioides"
"combretum erythrophyllum"
"pteleopsis myrtifolia"
"pteleopsis apetala"
"anthericopsis sepalosa"
"commelina forskalaei"
"commelina subcucullata"
"commelina livingstonii"
"commelina buchananii"
"commelina lagosensis"
"commelina kabarensis"
"commelina echinosperma"
"commelina stolzii"
"cyanotis angusta"
"connarus longistipitatus"
"ellipanthus madagascariensis"
"convolvulus bussei"
"convolvulus sagittatus"
"cuscuta campestris"
"dichondra micrantha"
"dichondra repens"
"ipomoea sinensis"
"ipomoea hederifolia"
"ipomoea arachnosperma"
"ipomoea plebeia"
"ipomoea marginata"
"ipomoea irwinae"
"ipomoea purpurea"
"ipomoea cicatricosa"
"ipomoea nil"
"ipomoea turbinata"
"ipomoea quamoclit"
"lepistemon owariense"
"merremia tridentata"
"merremia pinnata"
"merremia medium"
"merremia dissecta"
"merremia umbellata"
"merremia stellata"
"turbina stenosiphon"
"costus sarmentosus"
"costus subbiflorus"
"crassula alticola"
"kalanchoe ballyi"
"citrullus lanatus"
"coccinia ulugurensis"
"coccinia aurantiaca"
"ctenolepis cerasiformis"
"cucumis oreosyce"
"kedrostis nana"
"kedrostis hirtella"
"luffa aegyptiaca"
"melothria punctata"
"momordica multiflora"
"neoachmandra thwaitesii"
"pilogyne minutiflora"
"pilogyne marlothii"
"raphidiocystis jeffreyana"
"thladiantha africana"
"zehneria microsperma"
"zehneria capillacea"
"cyathea humilis"
"cyathea dregei"
"cyathea manniana"
"cyathea mossambicensis"
"cyathea thomsonii"
"abildgaardia hygrophila"
"ascolepis pinguis"
"ascolepis capensis"
"ascolepis hemisphaerica"
"ascolepis protea"
"ascolepis lineariglumis"
"bolboschoenus maritimus"
"bolboschoenus nobilis"
"bulbostylis hensii"
"bulbostylis cinnamomea"
"bulbostylis lineolata"
"bulbostylis vaginosa"
"carex simensis"
"carex chlorosaccua"
"carex spicato-paniculata"
"carex cyrtosaccus"
"cladium mariscus"
"courtoisina assimilis"
"courtoisina cyperoides"
"cyperus pseudoleptocladus"
"cyperus pluribracteatus"
"cyperus subumbellatus"
"cyperus involucratus"
"cyperus nigripes"
"cyperus afrosylvestris"
"cyperus cristatus"
"cyperus densicaespitosus"
"cyperus rehmannianus"
"cyperus remotus"
"cyperus mundtii"
"cyperus macrocarpus"
"cyperus angustifolius"
"cyperus leptophyllus"
"cyperus muricatus"
"cyperus keniensis"
"cyperus laxus"
"cyperus nyassensis"
"cyperus tisserantii"
"cyperus tenuifolia"
"cyperus macranthus"
"cyperus kyllingia"
"cyperus halpan"
"cyperus longiinvolucratus"
"cyperus obtusiflorus"
"cyperus longibracteatus"
"cyperus circumclusus"
"cyperus pinguis"
"cyperus obsoletenervosus"
"cyperus microumbellatus"
"cyperus permutatus"
"cyperus fulgens"
"cyperus tanganyicanus"
"cyperus intermedius"
"cyperus pseudovestitus"
"eleocharis intricata"
"ficinia filiformis"
"fimbristylis aphylla"
"fimbristylis ovata"
"fimbristylis sieberiana"
"kyllinga brevifolia"
"kyllinga nervosa"
"kyllinga microbulbosa"
"kyllingiella microcephala"
"kyllingiella polyphylla"
"lipocarpha nana"
"lipocarpha chinensis"
"lipocarpha atra"
"lipocarpha comosa"
"lipocarpha albiceps"
"lipocarpha hemisphaerica"
"lipocarpha prieuriana"
"lipocarpha kernii"
"mapania heteromorpha"
"mapania anomala"
"mariscus amomodorus"
"nemum spadiceum"
"oxycaryum cubense"
"pycreus zonatissimus"
"schoenoplectus mucronatus"
"schoenoplectus confusus"
"schoenoplectus corymbosus"
"schoenoplectus subulatus"
"schoenoxiphium lehmannii"
"schoenoxiphium sparteum"
"schoenoxiphium rufum"
"scleria angustifolia"
"scleria pulchella"
"scleria induta"
"adiantum raddianum"
"adiantum confine"
"adiantum mettenii"
"adiantum comorense"
"adiantum caudatum"
"blotiella glabra"
"blotiella pubescens"
"pteridium aquilinum"
"dichapetalum heudelotii"
"dichapetalum deflexum"
"calyptrotheca taitense"
"dioscorea abyssinica"
"dioscorea sativa"
"dioscorea cochleari-apiculata"
"dioscorea hylophila"
"monotes elegans"
"diospyros loureiriana"
"diospyros viridicans"
"euclea crispa"
"royena fischeri"
"royena whyteana"
"royena zombensis"
"royena lycioides"
"bergia decumbens"
"erica rossii"
"erica ventricosa"
"acalypha brachiata"
"acalypha pubiflora"
"acalypha supera"
"acalypha segetalis"
"alchornea glabrata"
"argomuellera mjikendae"
"cavacoa aurea"
"clutia lanceolata"
"clutia robusta"
"clutia alaternoides"
"croton membranaceus"
"croton gratissimus"
"crotonogyne manniana"
"cyathogyne usambarensis"
"euphorbia neospinescens"
"euphorbia schinzii"
"euphorbia hirta"
"euphorbia hyssopifolia"
"euphorbia prostrata"
"euphorbia candelabrum"
"euphorbia heterophylla"
"euphorbia goetzei"
"euphorbia tirucalli"
"euphorbia cyathophora"
"euphorbia hypericifolia"
"euphorbia hirsuta"
"euphorbia abyssinica"
"euphorbia thymifolia"
"euphorbia wakefieldii"
"euphorbia angulata"
"euphorbia parviflora"
"euphorbia crispa"
"euphorbia neorugosa"
"euphorbia globosa"
"euphorbia tuckeyana"
"euphorbia stapelioides"
"euphorbia scarlatina"
"euphorbia herbacea"
"euphorbia bwambensis"
"jatropha scaposa"
"jatropha velutina"
"monadenium goetzei"
"monadenium arborescens"
"monadenium depauperatum"
"neoboutonia mannii"
"plesiatropha carpinifolia"
"synadenium compactum"
"synadenium glaucescens"
"synadenium molle"
"tragia benthamii"
"tragia plukenetii"
"tragia ukambensis"
"acacia adenocalyx"
"acacia nigrescens"
"acacia goetzei"
"acacia hockii"
"acacia polyacantha"
"acacia drepanolobium"
"acacia tortilis"
"acacia nilotica"
"acacia brevispica"
"acacia robusta"
"acacia mellifera"
"acacia gerrardii"
"acacia sieberiana"
"acacia seyal"
"acacia erubescens"
"acacia amythethophylla"
"acacia senegal"
"acacia rehmanniana"
"acacia taylorii"
"acacia mearnsii"
"acacia xanthophloea"
"acacia tanganyikensis"
"acacia abyssinica"
"acacia laeta"
"acacia schweinfurthii"
"acacia rovumae"
"acacia pseudofistula"
"acacia zanzibarica"
"acacia lahai"
"acacia circummarginata"
"acacia etbaica"
"acacia pentagona"
"acacia stuhlmannii"
"acacia montigena"
"acacia pilispina"
"acacia latistipulata"
"acacia kirkii"
"acacia ancistroclada"
"acacia ataxacantha"
"acacia mbuluensis"
"acacia burttii"
"acacia fischeri"
"acacia bussei"
"acacia oerfota"
"acacia dolichocephala"
"acacia auriculiformis"
"amphicarpaea africana"
"aspalathus marginalis"
"baphia capparidifolia"
"baphia nitida"
"bauhinia loeseneriana"
"brachystegia wangermeeana"
"brachystegia microphylla"
"caesalpinia angolensis"
"caesalpinia decapetala"
"caesalpinia bonduc"
"caesalpinia volkensii"
"caesalpinia welwitschiana"
"caesalpinia trothae"
"canavalia ensiformis"
"centrosema pubescens"
"chamaecrista dimidiata"
"chamaecrista biensis"
"crotalaria lotoides"
"crotalaria misella"
"crotalaria variegata"
"crotalaria lachnosema"
"crotalaria xanthoclada"
"crotalaria balbii"
"crotalaria adolfii"
"crotalaria papillosum"
"crotalaria nudiflora"
"crotalaria carsonii"
"crotalaria mildbraedii"
"crotalaria microthamnus"
"crotalaria leptoclada"
"crotalaria ephemera"
"crotalaria axillifloroides"
"cynometra lukei"
"cynometra greenwayi"
"dalbergia malangensis"
"dalbergia acariiantha"
"dalbergiella nyassae"
"desmodium velutinum"
"desmodium uncinatum"
"desmodium barbatum"
"desmodium gangeticum"
"desmodium adscendens"
"desmodium salicifolium"
"desmodium incanum"
"desmodium setigerum"
"desmodium hirtum"
"desmodium tortuosum"
"desmodium appressipilum"
"desmodium ramosissimum"
"desmodium tanganyikense"
"desmodium intortum"
"desmodium triflorum"
"desmodium cordifolium"
"eriosema stanerianum"
"galactia tenuiflora"
"indigofera longibarbata"
"indigofera gracilis"
"indigofera tenuis"
"indigofera roseo-caerulea"
"indigofera andrewsiana"
"indigofera capitata"
"indigofera congolensis"
"kotschya strobilantha"
"leptoderris goetzei"
"leptoderris fasciculata"
"lonchocarpus violaceus"
"lotononis prostrata"
"lotononis angolensis"
"lotononis stolzii"
"lotononis bainesii"
"millettia griffoniana"
"mimosa pigra"
"mimosa diplotricha"
"ophrestia unicostata"
"otholobium foliosum"
"parochetus communis"
"phaseolus lunatus"
"piliostigma reticulatum"
"platysepalum hirsutum"
"psophocarpus obovalis"
"psophocarpus palustris"
"pterocarpus mildbraedii"
"rhynchosia caribaea"
"scorodophloeus torrei"
"senna occidentalis"
"senna septemtrionalis"
"senna tora"
"senna alexandrina"
"smithia abyssinica"
"sphenostylis marginata"
"stylosanthes erecta"
"tamarindus indica"
"tephrosia kazibensis"
"tephrosia paucijuga"
"tephrosia richardsiae"
"tephrosia longipes"
"tephrosia kindu"
"tessmannia dewildemaniana"
"tylosema fassoglensis"
"vicia villosa"
"vigna parviflora"
"vigna subterranea"
"zornia albolutescens"
"mostuea brunosis"
"anthocleista nobilis"
"chironia flexuosa"
"exochaenium teucszii"
"swertia adolfi-friderici"
"swertia fimbriata"
"geranium caffrum"
"geranium incanum"
"geranium mascatense"
"pelargonium goetzeanum"
"pelargonium heckmannianum"
"pelargonium alchemilloides"
"saintpaulia ionantha"
"saintpaulia pusilla"
"saintpaulia goetzeana"
"saintpaulia velutina"
"saintpaulia inconspicua"
"saintpaulia watkinsii"
"saintpaulia shumensis"
"saintpaulia grotei"
"saintpaulia ulugurensis"
"saintpaulia tongwensis"
"saintpaulia diplotricha"
"schizoboea kamerunensis"
"streptocarpus stomandrus"
"gleichenia umbraculifera"
"laurembergia mildbraedii"
"laurembergia tetrandra"
"illigera pentaphylla"
"najas pectinata"
"hydrolea macrosepala"
"hymenophyllum tunbridgense"
"hymenophyllum fumarioides"
"trichomanes rigidum"
"trichomanes borbonicum"
"trichomanes minutum"
"trichomanes cupressoides"
"trichomanes inopinatum"
"vandenboschia gigantea"
"vandenboschia radicans"
"psorospermum corymbiferum"
"vismia orientalis"
"vismia pauciflora"
"hypoxis malosana"
"aristea woodii"
"dietes grandiflora"
"gladiolus quilimanensis"
"gladiolus thomsonii"
"gladiolus whytei"
"gladiolus sulcultatus"
"gladiolus goetzii"
"lapeirousia erythrantha"
"lapeirousia schimperi"
"moraea natalensis"
"moraea afro-orientale"
"savannosiphon euryphyllus"
"achyrospermum radicans"
"achyrospermum oblongifolium"
"aeolanthus repens"
"cantinoa americana"
"clerodendrum glabrum"
"clerodendrum eriophyllum"
"clerodendrum sinuatum"
"clinopodium robustum"
"endostemon dissitifolius"
"endostemon wakefieldii"
"hyptis lanceolata"
"karomia speciosa"
"leonotis leonurus"
"leonotis mollissima"
"leucas calostachya"
"leucas stricta"
"mesosphaerum pectinatum"
"mesosphaerum suaveolens"
"micromeria biflora"
"ocimum capitatum"
"ocimum basilicum"
"ocimum centrali-africanum"
