species,decimalLatitude,decimalLongitude,family,a_habit
Scorodophloeus fischeri,-5.6,38.9,Fabaceae,tree
Scorodophloeus fischeri,-10,39.65,Fabaceae,tree
Scorodophloeus fischeri,-5.66667,37.6917,Fabaceae,tree
Scorodophloeus fischeri,-5.7,37.9833,Fabaceae,tree
Scorodophloeus fischeri,-5.53333,37.9667,Fabaceae,tree
Scorodophloeus fischeri,-5.05833,38.2417,Fabaceae,tree
Scorodophloeus fischeri,-5.05833,38.2417,Fabaceae,tree
Scorodophloeus fischeri,-5.43333,38.0667,Fabaceae,tree
Scorodophloeus fischeri,-5.53333,38,Fabaceae,tree
Scorodophloeus fischeri,-7,37.8,Fabaceae,tree
Scorodophloeus fischeri,-4.76667,39.1167,Fabaceae,tree
Scorodophloeus fischeri,-5.35,38.6667,Fabaceae,tree
Scorodophloeus fischeri,-5.78333,38.85,Fabaceae,tree
Scorodophloeus fischeri,-4.7,39.1667,Fabaceae,tree
Scorodophloeus fischeri,-5.11667,38.6667,Fabaceae,tree
Scorodophloeus fischeri,-5.35,38.2333,Fabaceae,tree
Scorodophloeus fischeri,-5.05833,38.2417,Fabaceae,tree
Scorodophloeus fischeri,-4.8,38.6417,Fabaceae,tree
Scorodophloeus fischeri,-5.05833,38.2417,Fabaceae,tree
Scorodophloeus fischeri,-5.01667,38.05,Fabaceae,tree
Scorodophloeus fischeri,-6.15,37.5833,Fabaceae,tree
Scorodophloeus fischeri,-8.35,38.9333,Fabaceae,tree
Scorodophloeus fischeri,-6.01667,37.5667,Fabaceae,tree
Scorodophloeus fischeri,-4.76667,38.7667,Fabaceae,tree
Scorodophloeus fischeri,-4.7,39.1667,Fabaceae,tree
Scorodophloeus fischeri,-5.03333,38.3333,Fabaceae,tree
Scorodophloeus fischeri,-4.85,38.625,Fabaceae,tree
Scorodophloeus fischeri,-6.73333,39.2167,Fabaceae,tree
Scorodophloeus fischeri,-4.76667,38.7667,Fabaceae,tree
Scorodophloeus torrei,-7.71667,36.9,Fabaceae,tree
Scorodophloeus fischeri,-6.86667,39.0833,Fabaceae,tree
Scorodophloeus fischeri,-5.25,38.35,Fabaceae,tree
Scorodophloeus fischeri,-5.13333,38.8667,Fabaceae,tree
Scorodophloeus fischeri,-5.88333,37.775,Fabaceae,tree
Scorodophloeus fischeri,-7.75,37.9667,Fabaceae,tree
Scorodophloeus fischeri,-5.3,38.55,Fabaceae,tree
Scorodophloeus fischeri,-5.05833,38.2417,Fabaceae,tree
Scorodophloeus fischeri,-4.85,38.7833,Fabaceae,tree
Scorodophloeus fischeri,-8.35,38.9333,Fabaceae,tree
Scorodophloeus fischeri,-6.15,38.6,Fabaceae,tree
Scorodophloeus fischeri,-5.41667,38.0167,Fabaceae,tree
Scorodophloeus fischeri,-6.83333,39.0833,Fabaceae,tree
Scorodophloeus fischeri,-6.24722,38.3878,Fabaceae,tree
Scorodophloeus fischeri,-6.73277,39.0825,Fabaceae,tree
Scorodophloeus fischeri,-4.98778,38.6939,Fabaceae,tree
Scorodophloeus fischeri,-6.7,39.0833,Fabaceae,tree
Scorodophloeus fischeri,-10.0736,39.1639,Fabaceae,tree
Scorodophloeus fischeri,-6.905,39.083,Fabaceae,tree
Scorodophloeus fischeri,-6.28333,38.5667,Fabaceae,tree
Scorodophloeus fischeri,-4.96417,38.7858,Fabaceae,tree
Scorodophloeus fischeri,-5.51666,38.7667,Fabaceae,tree
Scorodophloeus fischeri,-5.58333,38.65,Fabaceae,tree
Scorodophloeus fischeri,-6.15,38.6,Fabaceae,tree
Scorodophloeus fischeri,-5.06666,39.0333,Fabaceae,tree
Scorodophloeus fischeri,-6.13333,39.3667,Fabaceae,tree
Scorodophloeus fischeri,-5.11667,38.9667,Fabaceae,tree
Scorodophloeus fischeri,-8.35,38.9333,Fabaceae,tree
Scorodophloeus fischeri,-5.35,38.2333,Fabaceae,tree
Scorodophloeus fischeri,-5.33333,38.55,Fabaceae,tree
Scorodophloeus fischeri,-5.05,38.6333,Fabaceae,tree
Scorodophloeus fischeri,-9.04222,39.1389,Fabaceae,tree
Scorodophloeus fischeri,-5.48333,38.0167,Fabaceae,tree
Scorodophloeus fischeri,-6.7,39.0833,Fabaceae,tree
Scorodophloeus fischeri,-6.33333,38.5,Fabaceae,tree
Scorodophloeus fischeri,-9.01305,39.133,Fabaceae,tree
Scorodophloeus fischeri,-6.78333,39.2667,Fabaceae,tree
Scorodophloeus fischeri,-6.73333,39.2333,Fabaceae,tree
Scorodophloeus fischeri,-6.28333,38.5667,Fabaceae,tree
Scorodophloeus fischeri,-5.43333,38.4833,Fabaceae,tree
Scorodophloeus fischeri,-6.15,38.6,Fabaceae,tree
Scorodophloeus fischeri,-8.31583,38.9608,Fabaceae,tree
Senna singueana,-7.54444,36.1531,Fabaceae,shrub
Senna didymobotrya,-7.54444,36.1531,Fabaceae,shrub
Senna didymobotrya,-7.54444,36.1531,Fabaceae,shrub
Senna occidentalis,-2.72056,36.6983,Fabaceae,herb
Senna petersiana,-9.28333,33.6167,Fabaceae,tree
Senna didymobotrya,-3.26666,36.55,Fabaceae,shrub
Senna didymobotrya,-4.25944,37.9889,Fabaceae,shrub
Senna singueana,-7.72,36.9167,Fabaceae,shrub
Senna occidentalis,-2.57916,33.4575,Fabaceae,herb
Senna didymobotrya,-3.24722,36.5508,Fabaceae,shrub
Senna occidentalis,-4.86666,29.5,Fabaceae,herb
Senna singueana,-10.6,38,Fabaceae,shrub
Senna septemtrionalis,-3.24722,36.5508,Fabaceae,shrub
Senna occidentalis,-1.03333,31.55,Fabaceae,herb
Senna didymobotrya,-4.36944,37.8978,Fabaceae,shrub
Senna petersiana,-10.5533,38.0228,Fabaceae,tree
Senna petersiana,-10.0678,39.1578,Fabaceae,tree
Senna petersiana,-6.96611,38.8447,Fabaceae,tree
Senna occidentalis,-8.83333,33.3333,Fabaceae,herb
Senna didymobotrya,-4.35138,37.8997,Fabaceae,shrub
Senna septemtrionalis,-4.36027,37.8989,Fabaceae,shrub
Senna didymobotrya,-1.03333,31.5333,Fabaceae,shrub
Senna septemtrionalis,-8.83333,33.3333,Fabaceae,shrub
Senna septemtrionalis,-4.30166,37.9047,Fabaceae,shrub
Senna didymobotrya,-3.38444,36.7911,Fabaceae,shrub
Senna singueana,-7.4,36.5,Fabaceae,shrub
Senna occidentalis,-8.61388,36.4742,Fabaceae,herb
Senna didymobotrya,-9.04389,34.7564,Fabaceae,shrub
Senna septemtrionalis,-4.15694,37.9389,Fabaceae,shrub
Senna septemtrionalis,-9.85,34.45,Fabaceae,shrub
Senna didymobotrya,-3.30611,36.7219,Fabaceae,shrub
Senna singueana,-5.52916,34.6514,Fabaceae,shrub
Senna singueana,-8.95916,39.4955,Fabaceae,shrub
Senna singueana,-4.89138,32.7569,Fabaceae,shrub
Senna septemtrionalis,-6.905,39.083,Fabaceae,shrub
Senna singueana,-4.96166,35.2178,Fabaceae,shrub
Senna didymobotrya,-1.14833,31.5214,Fabaceae,shrub
Senna septemtrionalis,-4.30833,38,Fabaceae,shrub
Senna singueana,-6.91444,36.6014,Fabaceae,shrub
Senna petersiana,-6.7,39.0833,Fabaceae,tree
Senna occidentalis,-6.28333,38.5667,Fabaceae,herb
Senna singueana,-9.03806,34.7686,Fabaceae,shrub
Senna petersiana,-6.8,39.25,Fabaceae,tree
Senna septemtrionalis,-2.89583,36.258,Fabaceae,shrub
Senna singueana,-4.86055,35.1281,Fabaceae,shrub
Senna septemtrionalis,-4.21666,37.9333,Fabaceae,shrub
Senna singueana,-4.86416,35.3378,Fabaceae,shrub
Senna tora,-6.8,39.25,Fabaceae,shrub
Senna occidentalis,-6.28333,38.5667,Fabaceae,herb
Senna singueana,-4.86722,35.1367,Fabaceae,shrub
Senna septemtrionalis,-4.36944,37.8997,Fabaceae,shrub
Senna occidentalis,-4.27722,38.0347,Fabaceae,herb
Senna singueana,-4.95666,35.1944,Fabaceae,shrub
Senna singueana,-8.83333,33.3333,Fabaceae,shrub
Senna singueana,-6.18333,35.75,Fabaceae,shrub
Senna singueana,-8.50027,31.5139,Fabaceae,shrub
Senna singueana,-6.28333,38.5667,Fabaceae,shrub
Senna singueana,-5.33333,38.75,Fabaceae,shrub
Senna petersiana,-8.31583,38.9608,Fabaceae,tree
Senna singueana,-6.03333,38.7833,Fabaceae,shrub
Senna didymobotrya,-2.42722,34.8014,Fabaceae,shrub
Senna singueana,-4.95555,35.2056,Fabaceae,shrub
Senna didymobotrya,-3.18333,35.15,Fabaceae,shrub
Senna petersiana,-8.35,38.9333,Fabaceae,tree
Senna singueana,-6.15,38.6,Fabaceae,shrub
Senna singueana,-3.18333,35.15,Fabaceae,shrub
Senna didymobotrya,-4.58222,38.345,Fabaceae,shrub
Senna singueana,-6.06666,38.55,Fabaceae,shrub
Senna didymobotrya,-6.82333,31.7161,Fabaceae,shrub
Senna septemtrionalis,-4.35,37.9028,Fabaceae,shrub
Senna singueana,-6.31666,38.75,Fabaceae,shrub
Senna occidentalis,-7.73055,36.9239,Fabaceae,herb
Senna petersiana,-8.35,38.9333,Fabaceae,tree
Senna septemtrionalis,-4.36027,37.8997,Fabaceae,shrub
Senna septemtrionalis,-4.34166,37.9083,Fabaceae,shrub
Senna singueana,-5.17472,32.8139,Fabaceae,shrub
Senna petersiana,-8.63694,36.4494,Fabaceae,tree
Senna didymobotrya,-4.7,38.3833,Fabaceae,shrub
Senna didymobotrya,-3.36861,36.6958,Fabaceae,shrub
Senna singueana,-4.95694,34.9903,Fabaceae,shrub
Senna didymobotrya,-3.36944,36.8417,Fabaceae,shrub
Senna septemtrionalis,-3.27944,36.5317,Fabaceae,shrub
Senna singueana,-4.85,34.9278,Fabaceae,shrub
Senna occidentalis,-5.09055,39.1089,Fabaceae,herb
Senna occidentalis,-7.845,36.8411,Fabaceae,herb
Senna didymobotrya,-8.60777,35.6167,Fabaceae,shrub
Senna singueana,-4.955,35.2014,Fabaceae,shrub
Senna singueana,-7.19222,36.8133,Fabaceae,shrub
Senna occidentalis,-6.06666,38.55,Fabaceae,herb
Senna singueana,-4.85416,34.8653,Fabaceae,shrub
Senna didymobotrya,-3.25944,35.5428,Fabaceae,shrub
Senna occidentalis,-6.69888,31.0231,Fabaceae,herb
Senna singueana,-8.78333,33.25,Fabaceae,shrub
Senna didymobotrya,-4.62,38.3205,Fabaceae,shrub
Senna singueana,-4.59416,38.3192,Fabaceae,shrub
Senna septemtrionalis,-8.60527,35.6219,Fabaceae,shrub
Senna septemtrionalis,-8.05,35.9167,Fabaceae,shrub
Senna occidentalis,-7.85694,36.8869,Fabaceae,herb
Senna singueana,-5.71666,34.95,Fabaceae,shrub
Senna alexandrina,-8.95722,39.4986,Fabaceae,shrub
Senna petersiana,-6.36666,39.3833,Fabaceae,tree
Senna occidentalis,-4.96388,39.8008,Fabaceae,herb
Senna singueana,-7.8575,36.8878,Fabaceae,shrub
Senna septemtrionalis,-3.36138,36.7014,Fabaceae,shrub
Senna petersiana,-7.16666,37.75,Fabaceae,tree
Senna singueana,-8.68277,36.5031,Fabaceae,shrub
Senna didymobotrya,-3.26666,36.5,Fabaceae,shrub
Senna occidentalis,-8.58805,39.2594,Fabaceae,herb
Senna occidentalis,-6.13361,38.6386,Fabaceae,herb
Senna petersiana,-10.8403,39.1794,Fabaceae,tree
Senna didymobotrya,-3.2825,36.5372,Fabaceae,shrub
Senna didymobotrya,-4.31666,38,Fabaceae,shrub
Senna septemtrionalis,-1.08527,31.5172,Fabaceae,shrub
Senna singueana,-4.57833,38.3761,Fabaceae,shrub
Senna septemtrionalis,-4.3875,37.9097,Fabaceae,shrub
Senna septemtrionalis,-5.05972,38.4133,Fabaceae,shrub
Senna petersiana,-7.35,37.1167,Fabaceae,tree
Senna didymobotrya,-7.08944,31.7711,Fabaceae,shrub
Senna singueana,-6.89777,31.1864,Fabaceae,shrub
Senna singueana,-4.83333,38.8167,Fabaceae,shrub
Senna occidentalis,-4.78333,35.0167,Fabaceae,herb
Senna singueana,-4.87305,35.1794,Fabaceae,shrub
Senna singueana,-8.83333,33.3333,Fabaceae,shrub
Senna petersiana,-6.15,38.6,Fabaceae,tree
Senna singueana,-8.95666,39.4981,Fabaceae,shrub
Sesbania macrantha var. macrantha,-9.28333,33.6167,Fabaceae,shrub
Sesbania macrantha,-5.48333,30.5333,Fabaceae,shrub
Sesbania macrantha var. macrantha,-8.83333,33.25,Fabaceae,shrub
Sesbania macrantha var. macrantha,-8.83333,33.3333,Fabaceae,shrub
Sesbania macrantha var. macrantha,-1.04055,31.5414,Fabaceae,shrub
Sesbania macrantha var. macrantha,-8.83333,33.2833,Fabaceae,shrub
Sesbania macrantha var. macrantha,-4.35138,37.8989,Fabaceae,shrub
Sesbania macrantha var. macrantha,-8.83333,33.3333,Fabaceae,shrub
Sesbania hirtistyla var. hirtistyla,-6.15,37.5833,Fabaceae,herb
Sesbania macrantha var. macrantha,-4.35,37.9,Fabaceae,shrub
Sesbania hirtistyla var. hirtistyla,-4.91555,38.7275,Fabaceae,herb
Sesbania speciosa,-5.38333,38.8167,Fabaceae,shrub
Sesbania hirtistyla var. hirtistyla,-6.31666,38.2333,Fabaceae,herb
Sesbania macrantha var. macrantha,-1.045,31.5997,Fabaceae,shrub
Sesbania hirtistyla var. muricata,-6.76666,38.9167,Fabaceae,herb
Sesbania hirtistyla var. hirtistyla,-6.91666,37.8333,Fabaceae,herb
Sesbania hirtistyla var. muricata,-6.83333,37.4833,Fabaceae,herb
Sesbania hirtistyla var. muricata,-6.76666,38.9667,Fabaceae,herb
Sesbania hirtistyla var. hirtistyla,-8.5,38.5,Fabaceae,herb
Sesbania goetzei subsp. goetzei,-8,32.4167,Fabaceae,shrub
Sesbania quadrata,-3.18333,35.15,Fabaceae,shrub
Sesbania speciosa,-6.85,39.3333,Fabaceae,shrub
Sesbania hirtistyla var. hirtistyla,-6.6,38.05,Fabaceae,herb
Sesbania goetzei subsp. goetzei,-8,32.4167,Fabaceae,shrub
Sesbania hirtistyla var. muricata,-11.1667,34.7667,Fabaceae,herb
Sesbania speciosa,-6.2,38.76,Fabaceae,shrub
Sesbania hirtistyla var. muricata,-6.91666,39.0333,Fabaceae,herb
Sesbania hirtistyla var. muricata,-6.76666,39.2,Fabaceae,herb
Sesbania macrantha var. macrantha,-8.78333,33.25,Fabaceae,shrub
Sesbania hirtistyla var. hirtistyla,-5.46666,37.7667,Fabaceae,herb
Sesbania macrantha var. macrantha,-9.76666,34.5167,Fabaceae,shrub
Sesbania speciosa,-4.76666,38.6333,Fabaceae,shrub
Sesbania macrantha var. macrantha,-1.02611,31.4803,Fabaceae,shrub
Sesbania goetzei subsp. goetzei,-8,32.4167,Fabaceae,shrub
Sesbania hirtistyla var. muricata,-6.91667,39.0333,Fabaceae,herb
Sesbania macrantha var. macrantha,-8.51666,35.1667,Fabaceae,shrub
Sesbania macrantha var. macrantha,-8.85,33.2833,Fabaceae,shrub
Sesbania hirtistyla var. muricata,-5.46666,37.7667,Fabaceae,herb
Sesbania hirtistyla var. hirtistyla,-7,37.25,Fabaceae,herb
Sesbania greenwayi,-9.04,39.3336,Fabaceae,herb
Sesbania goetzei subsp. goetzei,-3.66666,35.0833,Fabaceae,shrub
Sesbania goetzei subsp. multiflora,-4,37.5167,Fabaceae,shrub
Sesbania hirtistyla var. hirtistyla,-8.5,38.5,Fabaceae,herb
Sesbania hirtistyla var. muricata,-4.85,38.8,Fabaceae,herb
Sesbania speciosa,-6.38333,38.8667,Fabaceae,shrub
Sesbania speciosa,-6.48,38.91,Fabaceae,shrub
Sesbania hirtistyla,-7.66666,39.2833,Fabaceae,herb
Sesbania hirtistyla var. muricata,-6.61666,37.55,Fabaceae,herb
Sesbania speciosa,-5.38333,38.8667,Fabaceae,shrub
Sesbania hirtistyla var. muricata,-6.83333,38.8667,Fabaceae,herb
Sesbania macrantha,-8.48,31.5,Fabaceae,shrub
Sesbania paucisemina,-5.88,34.28,Fabaceae,herb
Sesbania paucisemina,-5.87,35.1,Fabaceae,herb
Smithia abyssinica,-9.28333,33.6167,Fabaceae,herb
Smithia elliotii,-9.28333,33.6167,Fabaceae,herb
Smithia elliotii,-8.5,35.25,Fabaceae,herb
Smithia elliotii var. elliotii,-7.75,36.45,Fabaceae,herb
Smithia elliotii var. elliotii,-6.925,36.5803,Fabaceae,herb
Smithia elliotii var. elliotii,-9.78333,34.5833,Fabaceae,herb
Sophora tomentosa,-6.8,39.25,Fabaceae,shrub
Sophora inhambanensis,-5.58333,38.9167,Fabaceae,shrub
Sophora inhambanensis,-5.86666,38.8167,Fabaceae,shrub
Sophora inhambanensis,-5.71666,38.8833,Fabaceae,shrub
Sophora inhambanensis,-5.86666,38.8167,Fabaceae,shrub
Spathionema kilimandscharicum,-5.08055,35.0819,Fabaceae,tree
Sphenostylis stenocarpa,-4.83333,38.8083,Fabaceae,herb
Sphenostylis marginata subsp. erecta,-5.71667,32.8833,Fabaceae,herb
Sphenostylis erecta subsp. erecta,-8.61667,38.3667,Fabaceae,herb
Sphenostylis stenocarpa,-9.28333,33.6167,Fabaceae,herb
Sphenostylis stenocarpa,-9.91666,34.55,Fabaceae,herb
Sphenostylis marginata subsp. erecta,-9.00416,39.1703,Fabaceae,herb
Sphenostylis briartii,-4.69333,29.6414,Fabaceae,vine
Sphenostylis briartii,-8.23,35.12,Fabaceae,vine
Sphenostylis briartii,-5.48,30.53,Fabaceae,vine
Sphenostylis stenocarpa,-3.46667,30.8333,Fabaceae,herb
Stuhlmannia moavi,-5.43333,38.9833,Fabaceae,tree
Stuhlmannia moavi,-5.4,38.9667,Fabaceae,tree
Stuhlmannia moavi,-5.85,38.6167,Fabaceae,tree
Stuhlmannia moavi,-6.24722,38.3878,Fabaceae,tree
Stuhlmannia moavi,-7.75,37.9667,Fabaceae,tree
Stuhlmannia moavi,-5.53333,38.6333,Fabaceae,tree
Stuhlmannia moavi,-5.53333,38.6333,Fabaceae,tree
Stuhlmannia moavi,-6.28333,38.5667,Fabaceae,tree
Stuhlmannia moavi,-7.8,37.9,Fabaceae,tree
Stuhlmannia moavi,-6.13638,38.6589,Fabaceae,tree
Stuhlmannia moavi,-5.43333,38.9833,Fabaceae,tree
Stuhlmannia moavi,-5.38333,38.9333,Fabaceae,tree
Stuhlmannia moavi,-5.4,38.9667,Fabaceae,tree
Stuhlmannia moavi,-5.78333,38.85,Fabaceae,tree
Stuhlmannia moavi,-10.03,39.47,Fabaceae,tree
Stylosanthes fruticosa,-6.2,39.2167,Fabaceae,herb
Stylosanthes fruticosa,-8.58333,37.5833,Fabaceae,herb
Stylosanthes fruticosa,-5.09317,38.6167,Fabaceae,herb
Stylosanthes fruticosa,-6.11667,35.5,Fabaceae,herb
Stylosanthes fruticosa,-6.18333,35.75,Fabaceae,herb
Stylosanthes fruticosa,-5.4,38.9583,Fabaceae,herb
Stylosanthes fruticosa,-6.93861,38.8511,Fabaceae,herb
Stylosanthes fruticosa,-2.59444,33.6036,Fabaceae,herb
Stylosanthes fruticosa,-9.41666,34.9167,Fabaceae,herb
Stylosanthes fruticosa,-4.87,35.18,Fabaceae,herb
Stylosanthes fruticosa,-4.90611,35.1914,Fabaceae,herb
Stylosanthes fruticosa,-4.96166,35.2178,Fabaceae,herb
Stylosanthes erecta,-9.82583,35.35,Fabaceae,herb
Stylosanthes fruticosa,-6.15,38.6,Fabaceae,herb
Stylosanthes fruticosa,-6.15,38.6,Fabaceae,herb
Stylosanthes fruticosa,-5.78555,32.9097,Fabaceae,herb
Stylosanthes fruticosa,-5.49166,32.6805,Fabaceae,herb
Stylosanthes fruticosa,-4.87944,32.7553,Fabaceae,herb
Stylosanthes fruticosa,-8.83277,39.2125,Fabaceae,herb
Stylosanthes fruticosa,-4.95694,34.9903,Fabaceae,herb
Stylosanthes fruticosa,-6.28333,38.5667,Fabaceae,herb
Stylosanthes fruticosa,-4.86944,34.8833,Fabaceae,herb
Stylosanthes fruticosa,-5.36416,34.433,Fabaceae,herb
Stylosanthes fruticosa,-7.66666,35.3333,Fabaceae,herb
Stylosanthes fruticosa,-4.85555,34.8555,Fabaceae,herb
Stylosanthes fruticosa,-6.81666,39.2667,Fabaceae,herb
Stylosanthes fruticosa,-5.14222,33.1267,Fabaceae,herb
Stylosanthes fruticosa,-4.83333,34.8097,Fabaceae,herb
Stylosanthes fruticosa,-4.12722,32.9206,Fabaceae,herb
Stylosanthes fruticosa,-6.63,31.15,Fabaceae,herb
Stylosanthes fruticosa,-5.82,32.7,Fabaceae,herb
Tamarindus indica,-2.13333,34.1,Fabaceae,tree
Tamarindus indica,-6.96611,38.9097,Fabaceae,tree
Tamarindus indica,-8.56,36.5019,Fabaceae,tree
Tamarindus indica,-6.83333,37.5833,Fabaceae,tree
Tamarindus indica,-8.60805,36.3403,Fabaceae,tree
Tamarindus indica,-7.63333,36.2333,Fabaceae,tree
Tamarindus indica,-6.86722,39.1081,Fabaceae,tree
Tamarindus indica,-4.58333,34.6667,Fabaceae,tree
Tamarindus indica,-6.95972,39.493,Fabaceae,tree
Tamarindus indica,-6.90083,38.7792,Fabaceae,tree
Tamarindus indica,-5.41027,30.5858,Fabaceae,tree
Tamarindus indica,-10.0667,34.5333,Fabaceae,tree
Tamarindus indica,-4.98833,38.6939,Fabaceae,tree
Tamarindus indica,-6.28333,38.5667,Fabaceae,tree
Tamarindus indica,-8.9737,39.5264,Fabaceae,tree
Tamarindus indica,-8.97062,39.5202,Fabaceae,tree
Tamarindus indica,-7.7,31.55,Fabaceae,tree
Tamarindus indica,-9.00222,39.1747,Fabaceae,tree
Tamarindus indica,-6.8,39.25,Fabaceae,tree
Tamarindus indica,-5.00166,34.3764,Fabaceae,tree
Tamarindus indica,-4.18333,38.0333,Fabaceae,tree
Tamarindus indica,-5.12138,38.4714,Fabaceae,tree
Tamarindus indica,-8.35,38.9333,Fabaceae,tree
Tamarindus indica,-6.15,38.6,Fabaceae,tree
Tamarindus indica,-7.66666,39.2833,Fabaceae,tree
Tamarindus indica,-8.96861,39.5194,Fabaceae,tree
Tamarindus indica,-6.31666,38.75,Fabaceae,tree
Tamarindus indica,-6.81666,39.2667,Fabaceae,tree
Tamarindus indica,-4.76944,34.4222,Fabaceae,tree
Tamarindus indica,-10.15,38.8333,Fabaceae,tree
Tamarindus indica,-8.31583,38.9608,Fabaceae,tree
Tamarindus indica,-5.11222,38.4711,Fabaceae,tree
Tamarindus indica,-8.55555,36.51,Fabaceae,tree
Tamarindus indica,-4.80166,32.7492,Fabaceae,tree
Tamarindus indica,-6.69888,31.0231,Fabaceae,tree
Tamarindus indica,-6.13361,38.6386,Fabaceae,tree
Tamarindus indica,-8.57277,36.5031,Fabaceae,tree
Tamarindus indica,-8.97166,39.5258,Fabaceae,tree
Tamarindus indica,-7.11667,36.15,Fabaceae,tree
Tephrosia holstii,-3.16666,37.4833,Fabaceae,herb
Tephrosia noctiflora,-4.86667,38.8333,Fabaceae,shrub
Tephrosia purpurea subsp. leptostachya,-7.11667,36.15,Fabaceae,shrub
Tephrosia purpurea,-8.46667,38.55,Fabaceae,shrub
Tephrosia pentaphylla,-5.38333,38.8167,Fabaceae,herb
Tephrosia kazibensis,-8.85,34.8167,Fabaceae,shrub
Tephrosia purpurea subsp. leptostachya,-8.41667,31.5,Fabaceae,shrub
Tephrosia bracteolata,-4.31694,35.7678,Fabaceae,herb
Tephrosia nyikensis subsp. victoriensis,-9.28333,33.6167,Fabaceae,shrub
Tephrosia micrantha,-9.28333,33.6167,Fabaceae,herb
Tephrosia micrantha,-6.08333,32.4333,Fabaceae,herb
Tephrosia linearis,-6.11667,32.8833,Fabaceae,herb
Tephrosia linearis,-6.05,32.85,Fabaceae,herb
Tephrosia argyrotricha,-6.05,32.85,Fabaceae,herb
Tephrosia aequilata,-7.55639,36.1642,Fabaceae,shrub
Tephrosia rhodesica,-7.54444,36.1531,Fabaceae,shrub
Tephrosia linearis,-7.55722,36.1481,Fabaceae,herb
Tephrosia aequilata,-7.53194,36.1461,Fabaceae,shrub
Tephrosia subtriflora,-3.41583,36.2158,Fabaceae,herb
Tephrosia purpurea subsp. leptostachya,-3.38833,36.7917,Fabaceae,shrub
Tephrosia interrupta subsp. elongatiflora,-9.28333,33.6167,Fabaceae,shrub
Tephrosia bracteolata,-4.33333,35.7556,Fabaceae,herb
Tephrosia purpurea subsp. leptostachya,-4.34472,35.7672,Fabaceae,shrub
Tephrosia micrantha,-10.5,39.0333,Fabaceae,herb
Tephrosia nana,-4.91667,29.6167,Fabaceae,herb
Tephrosia nana,-3.46667,30.8333,Fabaceae,herb
Tephrosia purpurea subsp. leptostachya,-2.72056,36.6983,Fabaceae,shrub
Tephrosia nana,-5.68333,29.9167,Fabaceae,herb
Tephrosia micrantha,-9.28333,33.6167,Fabaceae,herb
Tephrosia nana,-4.86667,29.6333,Fabaceae,herb
Tephrosia micrantha,-5.68333,29.9167,Fabaceae,herb
Tephrosia tanganicensis,-5.68333,29.9167,Fabaceae,herb
Tephrosia aurantiaca,-9.28333,33.6167,Fabaceae,herb
Tephrosia linearis,-5.30833,38.55,Fabaceae,herb
Tephrosia bracteolata,-5.51667,33.9167,Fabaceae,herb
Tephrosia nyikensis,-9.28333,33.6167,Fabaceae,shrub
Tephrosia stormsii var. stormsii,-9.28333,33.6167,Fabaceae,herb
Tephrosia vogelii,-9.28333,33.6167,Fabaceae,shrub
Tephrosia purpurea subsp. leptostachya,-5.8,39.3,Fabaceae,shrub
Tephrosia nyikensis,-9.28333,33.6167,Fabaceae,shrub
Tephrosia elata,-1.31667,31.8,Fabaceae,herb
Tephrosia pumila,-2.26667,34.85,Fabaceae,shrub
Tephrosia purpurea subsp. leptostachya,-2.46667,34.9,Fabaceae,shrub
Tephrosia pumila,-2.43333,34.85,Fabaceae,shrub
Tephrosia noctiflora,-8.63333,38.4833,Fabaceae,shrub
Tephrosia acaciifolia,-4.78333,29.6667,Fabaceae,shrub
Tephrosia argyrotricha,-5.83333,34.95,Fabaceae,herb
Tephrosia purpurea subsp. leptostachya,-4.86667,29.6333,Fabaceae,shrub
Tephrosia dasyphylla subsp. amplissima,-6.58333,32.1167,Fabaceae,shrub
Tephrosia micrantha,-9.28333,33.6167,Fabaceae,herb
Tephrosia pentaphylla,-8.5,38.5667,Fabaceae,herb
Tephrosia pumila var. pumila,-6.2,36.2333,Fabaceae,shrub
Tephrosia pentaphylla,-7.66667,37.9167,Fabaceae,herb
Tephrosia paniculata,-9.28333,33.6167,Fabaceae,herb
Tephrosia pumila var. pumila,-5.1,30.3833,Fabaceae,shrub
Tephrosia pumila var. pumila,-6.7,39.2167,Fabaceae,shrub
Tephrosia pumila var. aldabrensis,-6.25,39.2167,Fabaceae,shrub
Tephrosia rhodesica,-8.45,31.1333,Fabaceae,shrub
Tephrosia aequilata,-8.57444,35.62,Fabaceae,shrub
Tephrosia noctiflora,-5.04056,38.7219,Fabaceae,shrub
Tephrosia noctiflora,-4.84333,38.8172,Fabaceae,shrub
Tephrosia paucijuga,-9.93333,34.5167,Fabaceae,herb
Tephrosia aequilata,-4.30583,37.9064,Fabaceae,shrub
Tephrosia interrupta,-8.53667,35.3333,Fabaceae,shrub
Tephrosia purpurea subsp. leptostachya,-8.83333,33.3333,Fabaceae,shrub
Tephrosia decora,-8.83333,33.3333,Fabaceae,herb
Tephrosia linearis,-8.20861,36.6856,Fabaceae,herb
Tephrosia stormsii var. stormsii,-7.25,37.1667,Fabaceae,herb
Tephrosia aequilata,-8.59972,35.62,Fabaceae,shrub
Tephrosia paniculata,-1.03888,31.5317,Fabaceae,herb
Tephrosia aequilata,-7.10222,36.6336,Fabaceae,shrub
Tephrosia noctiflora,-4.74916,38.8183,Fabaceae,shrub
Tephrosia paniculata,-1.04,31.535,Fabaceae,herb
